
23-May,23:22:39,24.562
23-May,23:22:42,24.562
23-May,23:22:45,24.5
23-May,23:22:47,24.562
23-May,23:22:50,24.5
23-May,23:22:53,24.562
23-May,23:22:56,24.562
23-May,23:22:59,24.625
23-May,23:23:02,24.562
23-May,23:23:05,24.562
23-May,23:23:08,24.562
23-May,23:23:11,24.5
23-May,23:23:13,24.5
23-May,23:23:16,24.5
23-May,23:23:19,24.437
23-May,23:23:22,24.5
23-May,23:23:25,24.5
23-May,23:23:28,24.5
23-May,23:23:31,24.5
23-May,23:23:34,24.5
23-May,23:23:38,24.5
23-May,23:23:41,24.5
23-May,23:23:44,24.5
23-May,23:23:47,24.437
23-May,23:23:50,24.5
23-May,23:23:53,24.5
23-May,23:23:55,24.437
23-May,23:23:58,24.5
23-May,23:24:01,24.437
23-May,23:24:04,24.5
23-May,23:24:07,24.5
23-May,23:24:10,24.5
23-May,23:24:13,24.5
23-May,23:24:16,24.5
23-May,23:24:19,24.5
23-May,23:24:21,24.5
23-May,23:24:24,24.5
23-May,23:24:27,24.5
23-May,23:24:29,24.5
23-May,23:24:30,24.5
23-May,23:24:32,24.5
23-May,23:24:33,24.5
23-May,23:24:35,24.5
23-May,23:24:36,24.437
23-May,23:24:38,24.437
23-May,23:24:39,24.437
23-May,23:24:42,24.5
23-May,23:24:42,24.5
23-May,23:24:46,24.5
23-May,23:24:45,24.5
23-May,23:24:48,24.437
23-May,23:24:49,24.5
23-May,23:24:52,24.5
23-May,23:24:51,24.5
23-May,23:24:55,24.5
23-May,23:24:57,24.562
23-May,23:24:58,24.562
23-May,23:25:00,24.562
23-May,23:25:01,24.562
23-May,23:25:03,24.562
23-May,23:25:03,24.562
23-May,23:25:06,24.562
23-May,23:25:06,24.562
23-May,23:25:09,24.562
23-May,23:25:09,24.562
23-May,23:25:11,24.562
23-May,23:25:12,24.5
23-May,23:25:14,24.562
23-May,23:25:15,24.562
23-May,23:25:17,24.562
23-May,23:25:18,24.562
23-May,23:25:20,24.562
23-May,23:25:21,24.5
23-May,23:25:24,24.562
23-May,23:25:23,24.562
23-May,23:25:27,24.562
23-May,23:25:27,24.562
23-May,23:25:29,24.562
23-May,23:25:31,24.5
23-May,23:25:32,24.5
23-May,23:25:33,24.5
23-May,23:25:35,24.5
23-May,23:25:36,24.562
23-May,23:25:38,24.562
23-May,23:25:39,24.5
23-May,23:25:41,24.562
23-May,23:25:42,24.5
23-May,23:25:44,24.5
23-May,23:25:45,24.562
23-May,23:25:47,24.562
23-May,23:25:48,24.562
23-May,23:25:50,24.562
23-May,23:25:51,24.562
23-May,23:25:53,24.5
23-May,23:25:54,24.562
23-May,23:25:55,24.562
23-May,23:25:57,24.5
23-May,23:25:58,24.562
23-May,23:25:59,24.562
23-May,23:26:01,24.562
23-May,23:26:02,24.625
23-May,23:26:04,24.562
23-May,23:26:05,24.562
23-May,23:26:07,24.562
23-May,23:26:08,24.5
23-May,23:26:10,24.562
23-May,23:26:11,24.562
23-May,23:26:13,24.562
23-May,23:26:14,24.562
23-May,23:26:16,24.562
23-May,23:26:17,24.5
23-May,23:26:18,24.562
23-May,23:26:20,24.625
23-May,23:26:21,24.625
23-May,23:26:23,24.562
23-May,23:26:24,24.562
23-May,23:26:26,24.5
23-May,23:26:27,24.562
23-May,23:26:29,24.5
23-May,23:26:31,24.562
23-May,23:26:32,24.562
23-May,23:26:34,24.562
23-May,23:26:36,24.562
23-May,23:26:38,24.562
23-May,23:26:39,24.562
23-May,23:26:40,24.562
23-May,23:26:41,24.562
23-May,23:26:43,24.562
23-May,23:26:44,24.5
23-May,23:26:46,24.562
23-May,23:26:47,24.5
23-May,23:26:49,24.562
23-May,23:26:50,24.562
23-May,23:26:52,24.5
23-May,23:26:53,24.562
23-May,23:26:55,24.5
23-May,23:26:56,24.5
23-May,23:26:58,24.562
23-May,23:26:59,24.5
23-May,23:27:01,24.5
23-May,23:27:02,24.5
23-May,23:27:04,24.5
23-May,23:27:05,24.5
23-May,23:27:06,24.5
23-May,23:27:08,24.5
23-May,23:27:09,24.5
23-May,23:27:11,24.5
23-May,23:27:12,24.5
23-May,23:27:15,24.5
23-May,23:27:14,24.5
23-May,23:27:19,24.5
23-May,23:27:18,24.5
23-May,23:27:22,24.437
23-May,23:27:22,24.437
23-May,23:27:25,24.5
23-May,23:27:25,24.437
23-May,23:27:27,24.5
23-May,23:27:30,24.437
23-May,23:27:31,24.5
23-May,23:27:35,24.5
23-May,23:27:33,24.5
23-May,23:27:38,24.5
23-May,23:27:40,24.437
23-May,23:27:42,24.437
23-May,23:27:42,24.5
23-May,23:27:45,24.5
23-May,23:27:46,24.5
23-May,23:27:47,24.5
23-May,23:27:49,24.5
23-May,23:27:50,24.5
23-May,23:27:52,24.5
23-May,23:27:53,24.437
23-May,23:27:55,24.437
23-May,23:27:56,24.5
23-May,23:27:58,24.437
23-May,23:28:00,24.437
23-May,23:28:01,24.5
23-May,23:28:03,24.437
23-May,23:28:04,24.437
23-May,23:28:06,24.437
23-May,23:28:06,24.5
23-May,23:28:09,24.437
23-May,23:28:09,24.5
23-May,23:28:11,24.5
23-May,23:28:12,24.5
23-May,23:28:14,24.5
23-May,23:28:15,24.437
23-May,23:28:18,24.437
23-May,23:28:17,24.437
23-May,23:28:21,24.437
23-May,23:28:21,24.437
23-May,23:28:24,24.437
23-May,23:28:24,24.437
23-May,23:28:27,24.437
23-May,23:28:27,24.437
23-May,23:28:29,24.437
23-May,23:28:31,24.437
23-May,23:28:32,24.437
23-May,23:28:33,24.437
23-May,23:28:35,24.437
23-May,23:28:36,24.5
23-May,23:28:38,24.437
23-May,23:28:40,24.437
23-May,23:28:41,24.437
23-May,23:28:43,24.437
23-May,23:28:44,24.437
23-May,23:28:46,24.437
23-May,23:28:47,24.437
23-May,23:28:49,24.437
23-May,23:28:50,24.437
23-May,23:28:52,24.437
23-May,23:28:53,24.437
23-May,23:28:54,24.437
23-May,23:28:55,24.437
23-May,23:28:57,24.437
23-May,23:28:58,24.437
23-May,23:29:01,24.437
23-May,23:29:01,24.437
23-May,23:29:04,24.437
23-May,23:29:04,24.437
23-May,23:29:07,24.437
23-May,23:29:07,24.437
23-May,23:29:10,24.437
23-May,23:29:10,24.437
23-May,23:29:13,24.437
23-May,23:29:13,24.437
23-May,23:29:15,24.437
23-May,23:29:16,24.437
23-May,23:29:18,24.437
23-May,23:29:19,24.437
23-May,23:29:21,24.437
23-May,23:29:22,24.437
23-May,23:29:24,24.437
23-May,23:29:25,24.437
23-May,23:29:28,24.437
23-May,23:29:28,24.437
23-May,23:29:31,24.437
23-May,23:29:32,24.437
23-May,23:29:34,24.437
23-May,23:29:35,24.437
23-May,23:29:37,24.437
23-May,23:29:38,24.437
23-May,23:29:39,24.437
23-May,23:29:40,24.437
23-May,23:29:42,24.437
23-May,23:29:43,24.437
23-May,23:29:45,24.437
23-May,23:29:46,24.437
23-May,23:29:48,24.437
23-May,23:29:49,24.437
23-May,23:29:51,24.437
23-May,23:29:52,24.375
23-May,23:29:54,24.437
23-May,23:29:55,24.437
23-May,23:29:57,24.437
23-May,23:29:58,24.437
23-May,23:30:00,24.375
23-May,23:30:01,24.375
23-May,23:30:03,24.375
23-May,23:30:04,24.375
23-May,23:30:06,24.437
23-May,23:30:07,24.437
23-May,23:30:09,24.375
23-May,23:30:09,24.437
23-May,23:30:12,24.437
23-May,23:30:14,24.437
23-May,23:30:15,24.437
23-May,23:30:17,24.437
23-May,23:30:19,24.437
23-May,23:30:22,24.437
23-May,23:30:22,24.437
23-May,23:30:26,24.437
23-May,23:30:26,24.437
23-May,23:30:29,24.437
23-May,23:30:29,24.437
23-May,23:30:31,24.437
23-May,23:30:34,24.437
23-May,23:30:34,24.437
23-May,23:30:37,24.437
23-May,23:30:37,24.437
23-May,23:30:40,24.437
23-May,23:30:42,24.5
23-May,23:30:43,24.437
23-May,23:30:45,24.5
23-May,23:30:46,24.437
23-May,23:30:48,24.5
23-May,23:30:49,24.5
23-May,23:30:51,24.437
23-May,23:30:52,24.437
23-May,23:30:53,24.437
23-May,23:30:55,24.437
23-May,23:30:56,24.437
23-May,23:30:58,24.437
23-May,23:30:59,24.5
23-May,23:31:01,24.5
23-May,23:31:02,24.5
23-May,23:31:03,24.5
23-May,23:31:05,24.562
23-May,23:31:06,24.562
23-May,23:31:08,24.5
23-May,23:31:09,24.5
23-May,23:31:11,24.5
23-May,23:31:12,24.5
23-May,23:31:14,24.5
23-May,23:31:15,24.5
23-May,23:31:17,24.5
23-May,23:31:18,24.5
23-May,23:31:19,24.5
23-May,23:31:21,24.5
23-May,23:31:22,24.5
23-May,23:31:24,24.5
23-May,23:31:25,24.5
23-May,23:31:26,24.437
23-May,23:31:28,24.437
