
23-May,22:50,24.437
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.562
23-May,22:50,24.562
23-May,22:50,24.562
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.562
23-May,22:50,24.562
23-May,22:50,24.5
23-May,22:50,24.5
23-May,22:50,24.562
23-May,22:50,24.5
23-May,22:51,24.562
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:51,24.5
23-May,22:51,24.437
23-May,22:51,24.5
23-May,22:51,24.5
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:51,24.437
23-May,22:52,24.437
23-May,22:52,24.437
23-May,22:52,24.437
23-May,22:52,24.437
23-May,23:13:34,24.375
23-May,23:13:37,24.437
23-May,23:13:41,24.375
23-May,23:13:45,24.437
23-May,23:13:49,24.437
23-May,23:13:52,24.437
23-May,23:13:55,24.437
23-May,23:13:58,24.437
23-May,23:14:01,24.437
23-May,23:14:05,24.437
23-May,23:14:07,24.437
23-May,23:14:11,24.437
23-May,23:14:14,24.437
23-May,23:14:17,24.437
23-May,23:14:21,24.437
23-May,23:14:24,24.375
23-May,23:14:27,24.437
23-May,23:14:29,24.437
23-May,23:14:32,24.437
23-May,23:14:35,24.437
23-May,23:14:38,24.437
23-May,23:14:41,24.437
23-May,23:14:44,24.437
23-May,23:14:47,24.437
23-May,23:14:50,24.437
23-May,23:14:52,24.437
23-May,23:14:55,24.437
23-May,23:14:58,24.437
23-May,23:15:02,24.437
23-May,23:15:05,24.437
23-May,23:15:08,24.437
23-May,23:15:11,24.437
23-May,23:15:13,24.437
23-May,23:15:16,24.437
23-May,23:15:19,24.437
23-May,23:15:22,24.437
23-May,23:15:25,24.437
23-May,23:15:28,24.437
23-May,23:15:31,24.437
23-May,23:15:34,24.437
23-May,23:15:37,24.437
23-May,23:15:40,24.437
23-May,23:15:43,24.437
23-May,23:15:46,24.375
23-May,23:15:49,24.375
23-May,23:15:52,24.437
23-May,23:15:55,24.375
23-May,23:15:58,24.437
23-May,23:16:00,24.437
23-May,23:16:03,24.437
23-May,23:16:06,24.437
23-May,23:16:09,24.437
23-May,23:16:12,24.437
23-May,23:16:15,24.437
23-May,23:16:18,24.437
23-May,23:16:21,24.437
23-May,23:16:23,24.437
23-May,23:16:26,24.437
23-May,23:16:29,24.437
23-May,23:16:32,24.437
23-May,23:16:35,24.437
23-May,23:16:38,24.5
23-May,23:16:41,24.437
23-May,23:16:44,24.437
23-May,23:16:47,24.437
23-May,23:16:49,24.437
23-May,23:16:52,24.5
23-May,23:16:55,24.437
23-May,23:16:58,24.437
23-May,23:17:01,24.437
23-May,23:17:04,24.437
23-May,23:17:07,24.437
23-May,23:17:10,24.437
23-May,23:17:12,24.437
23-May,23:17:15,24.437
23-May,23:17:18,24.437
23-May,23:17:21,24.437
23-May,23:17:25,24.437
23-May,23:17:28,24.437
23-May,23:17:31,24.687
23-May,23:17:34,25.812
23-May,23:17:36,26.625
23-May,23:17:39,27.187
23-May,23:17:42,27.625
23-May,23:17:45,28.062
23-May,23:17:50,28.062
23-May,23:17:53,27.562
23-May,23:17:55,27.125
23-May,23:17:58,26.687
23-May,23:18:01,26.375
23-May,23:18:04,26.125
23-May,23:18:07,26.0
23-May,23:18:10,25.75
23-May,23:18:13,25.687
23-May,23:18:16,25.5
23-May,23:18:19,25.437
23-May,23:18:21,25.312
23-May,23:18:24,25.25
23-May,23:18:28,25.187
23-May,23:18:31,25.125
23-May,23:18:34,25.062
23-May,23:18:37,25.062
23-May,23:18:40,25.0
23-May,23:18:43,25.0
23-May,23:18:45,24.937
23-May,23:18:48,24.937
23-May,23:18:51,24.875
23-May,23:18:54,24.875
23-May,23:18:57,24.812
23-May,23:19:00,24.812
23-May,23:19:03,24.812
23-May,23:19:06,24.75
23-May,23:19:09,24.75
23-May,23:19:11,24.75
23-May,23:19:14,24.75
23-May,23:19:17,24.687
23-May,23:19:20,24.687
23-May,23:19:23,24.687
23-May,23:19:26,24.687
23-May,23:19:29,24.625
23-May,23:19:32,24.625
23-May,23:19:34,24.625
23-May,23:19:37,24.625
23-May,23:19:41,24.625
23-May,23:19:44,24.625
23-May,23:19:48,24.625
23-May,23:19:51,24.625
23-May,23:19:53,24.562
23-May,23:19:56,24.625
23-May,23:19:59,24.625
23-May,23:20:02,24.625
23-May,23:20:05,24.625
23-May,23:20:08,24.625
23-May,23:20:11,24.625
23-May,23:20:14,24.625
23-May,23:20:17,24.562
23-May,23:20:19,24.562
23-May,23:20:22,24.562
23-May,23:20:25,24.562
23-May,23:20:28,24.625
23-May,23:20:31,24.625
23-May,23:20:34,24.562
23-May,23:20:38,24.562
23-May,23:20:41,24.562
23-May,23:20:43,24.562
23-May,23:20:46,24.562
23-May,23:20:49,24.562
23-May,23:20:52,24.625
23-May,23:20:55,24.625
23-May,23:20:58,24.562
23-May,23:21:01,24.562
23-May,23:21:04,24.562
23-May,23:21:07,24.562
23-May,23:21:09,24.5
23-May,23:21:12,24.562
23-May,23:21:15,24.562
23-May,23:21:18,24.562
23-May,23:21:21,24.562
23-May,23:21:24,24.562
23-May,23:21:27,24.562
23-May,23:21:30,24.562
23-May,23:21:32,24.562
23-May,23:21:35,24.562
23-May,23:21:38,24.625
23-May,23:21:41,24.625
23-May,23:21:44,24.562
23-May,23:21:47,24.562
23-May,23:21:50,24.625
23-May,23:21:53,24.625
23-May,23:21:55,24.562
23-May,23:21:58,24.562
23-May,23:22:01,24.625
23-May,23:22:04,24.562
23-May,23:22:07,24.562
23-May,23:22:10,24.562
23-May,23:22:13,24.562
23-May,23:22:16,24.5
23-May,23:22:19,24.5
23-May,23:22:21,24.5
23-May,23:22:24,24.562
23-May,23:22:27,24.562
23-May,23:22:30,24.562
23-May,23:22:33,24.562
23-May,23:22:36,24.562
